クラス名,備考,,
エンジンコージェネレーション,,,
,,,
,,,
,,,
EPC,Property name,Contents of property,Value range(decimal notation)
0x80,動作状態,ON/OFFの状態を示す。,"ON=0x30, OFF=0x31"
0xC1,温水器湯温計測値,温水器内の現在湯温を°Cで示す。,0x00~0x64(0~100°C)
0xC2,定格発電量,定格発電量を W で示す。,"0x0000~0xFFFD(0~65,533W)"
0xC3,貯湯槽熱量,貯湯タンクの熱量を MJ で示す。,"0x0000~0xFFFD(0~65,533MJ)"
0xC4,瞬時発電電力計測値,瞬時発電電力を W で示す。,"0x0000~0xFFFD(0~65,533W)"
0xC5,積算発電電力量計測値,積算電力量 0.001kWh で示す。,"0x00000000~0x3B9AC9FF (0~999,999.999kWh)"
0xC6,積算発電電力量リセット設定,0x00 を書き込むことにより積算発 電電力量をリセットする,リセット=0x00
0xC7,瞬時ガス消費量計測値_x000a_,瞬時ガス消費量を 0.001m3/h で示 す。,0x0000~0xFFFD (0~65.533m3/h)
0xC8,積算ガス消費量計測値,積算ガス消費量を 0.001m3 で示 す。,"0x00000000~0x3B9AC9FF (0~999,999.999m3)"
0xC9,積算ガス消費量リセット設定,0x00 を書き込むことにより積算ガス消費量をリセットする,リセット=0x00
0xCA,発電動作設定,発電の動作/停止を指示する。,発電動作=0x41、_x000a_発電停止=0x42
0xCB,発電動作状態,発電の動作状態を示す。,"発電中=0x41,停止中=0x42、ア イドル中=0x45"
0xCC,宅内瞬時消費電力計測値,宅内の瞬時消費電力を W で示す。,"0x0000~0xFFFD(0~65,533W)"
0xCD,宅内積算消費電力量計測値,宅内の積算消費電力量を 0.001kWh で示す。,"0x00000000~0x3B9AC9FF (0~999,999.999kWh)"
0xCE,宅内積算消費電力量リセット設定,0x00 を書き込むことにより宅内の 積算発電電力量をリセットする。,リセット=0x00
0xD0,系統連系状態,系統連系状態のタイプを示す。,系統連系(逆潮流可)=0x00 独立=0x01 系統連系(逆潮流不可)=0x02
0xE1,残湯量計測値,残湯量計測値をリットルで示す。,"0x0000~0xFFFD(0~65,533 リットル)"
0xE2,タンク容量値,タンク容量値をリットルで示す。,"0x0000~0xFFFD(0~65,533 リットル)"
